213.887, 129.133, 8.333, 16.688 False
213.610, 129.129, 8.333, 16.721 False
213.332, 129.125, 8.333, 16.754 False
213.054, 129.122, 8.333, 16.787 False
212.776, 129.118, 8.333, 16.820 False
212.499, 129.115, 8.333, 16.853 False
212.221, 129.112, 8.333, 16.886 False
211.943, 129.108, 8.333, 16.919 False
211.665, 129.105, 8.333, 16.952 False
211.388, 129.102, 8.333, 16.985 False
211.110, 129.099, 8.333, 17.018 False
210.832, 129.096, 8.333, 17.051 False
210.554, 129.093, 8.333, 17.084 False
210.277, 129.091, 8.333, 17.117 False
209.999, 129.089, 8.333, 17.150 False
209.721, 129.086, 8.333, 17.183 False
209.443, 129.084, 8.333, 17.216 False
209.166, 129.082, 8.333, 17.249 False
208.888, 129.080, 8.333, 17.282 False
208.610, 129.078, 8.333, 17.315 False
208.332, 129.076, 8.333, 17.348 False
208.055, 129.074, 8.333, 17.381 False
207.777, 129.072, 8.333, 17.414 False
207.499, 129.070, 8.333, 17.447 False
207.221, 129.069, 8.333, 17.480 False
206.943, 129.067, 8.333, 17.513 False
206.666, 129.066, 8.333, 17.546 False
206.388, 129.064, 8.333, 17.579 False
206.110, 129.063, 8.333, 17.612 False
205.832, 129.062, 8.333, 17.645 False
205.555, 129.060, 8.333, 17.678 False
205.277, 129.059, 8.333, 17.711 False
204.999, 129.058, 8.333, 17.744 False
204.721, 129.057, 8.333, 17.777 False
204.443, 129.056, 8.333, 17.810 False
204.166, 129.056, 8.333, 17.843 False
203.888, 129.055, 8.333, 17.876 False
203.610, 129.054, 8.333, 17.909 False
203.332, 129.053, 8.333, 17.942 False
203.055, 129.053, 8.333, 17.975 False
202.777, 129.052, 8.333, 18.008 False
202.499, 129.052, 8.333, 18.041 False
202.221, 129.052, 8.333, 18.074 False
201.943, 129.051, 8.333, 18.107 False
201.666, 129.051, 8.333, 18.140 False
201.388, 129.051, 8.333, 18.173 False
201.110, 129.051, 8.333, 18.206 False
200.832, 129.051, 8.333, 18.239 False
200.555, 129.051, 8.333, 18.272 False
200.277, 129.051, 8.333, 18.305 False
199.999, 129.052, 8.333, 18.338 False
199.721, 129.052, 8.333, 18.371 False
199.444, 129.052, 8.333, 18.404 False
199.166, 129.053, 8.333, 18.437 False
198.888, 129.053, 8.333, 18.470 False
198.610, 129.054, 8.333, 18.503 False
198.332, 129.054, 8.333, 18.536 False
198.055, 129.055, 8.333, 18.569 False
197.777, 129.055, 8.333, 18.602 False
197.499, 129.056, 8.333, 18.635 False
197.221, 129.057, 8.333, 18.668 False
196.944, 129.058, 8.333, 18.701 False
196.666, 129.059, 8.333, 18.734 False
196.388, 129.060, 8.333, 18.767 False
196.110, 129.061, 8.333, 18.800 False
195.832, 129.062, 8.333, 18.833 False
195.555, 129.063, 8.333, 18.866 False
195.277, 129.064, 8.333, 18.899 False
194.999, 129.066, 8.333, 18.932 False
194.721, 129.067, 8.333, 18.965 False
194.444, 129.068, 8.333, 18.998 False
194.166, 129.070, 8.333, 19.031 False
193.888, 129.071, 8.333, 19.064 False
193.610, 129.073, 8.333, 19.097 False
193.332, 129.074, 8.333, 19.130 False
193.055, 129.076, 8.333, 19.163 False
192.777, 129.077, 8.333, 19.196 False
192.499, 129.079, 8.333, 19.229 False
192.221, 129.081, 8.333, 19.262 False
191.944, 129.083, 8.333, 19.295 False
191.666, 129.085, 8.333, 19.328 False
191.388, 129.087, 8.333, 19.361 False
191.110, 129.088, 8.333, 19.394 False
190.832, 129.090, 8.333, 19.427 False
190.555, 129.092, 8.333, 19.460 False
190.277, 129.094, 8.333, 19.493 False
189.999, 129.097, 8.333, 19.526 False
189.721, 129.099, 8.333, 19.559 False
189.444, 129.101, 8.333, 19.592 False
189.166, 129.103, 8.333, 19.625 False
188.888, 129.105, 8.333, 19.658 False
188.610, 129.108, 8.333, 19.691 False
188.333, 129.110, 8.333, 19.724 False
188.055, 129.112, 8.333, 19.757 False
187.777, 129.115, 8.333, 19.790 False
187.499, 129.117, 8.333, 19.823 False
187.221, 129.120, 8.333, 19.856 False
186.944, 129.122, 8.333, 19.889 False
186.666, 129.125, 8.333, 19.922 False
186.388, 129.127, 8.333, 19.955 False
186.110, 129.130, 8.333, 19.988 False
185.833, 129.133, 8.333, 20.021 False
185.555, 129.135, 8.333, 20.054 False
185.277, 129.138, 8.333, 20.087 False
184.999, 129.141, 8.333, 20.120 False
184.722, 129.143, 8.333, 20.153 False
184.444, 129.146, 8.333, 20.186 False
184.166, 129.149, 8.333, 20.219 False
183.888, 129.152, 8.333, 20.252 False
183.611, 129.155, 8.333, 20.285 False
183.333, 129.158, 8.333, 20.318 False
183.055, 129.160, 8.333, 20.351 False
182.777, 129.163, 8.333, 20.384 False
182.500, 129.166, 8.333, 20.417 False
182.222, 129.169, 8.333, 20.450 False
181.944, 129.172, 8.333, 20.483 False
181.666, 129.176, 8.333, 20.516 False
181.389, 129.180, 8.333, 20.549 False
181.111, 129.183, 8.333, 20.582 False
180.833, 129.186, 8.333, 20.615 False
180.556, 129.189, 8.333, 20.648 False
180.278, 129.193, 8.333, 20.681 False
180.000, 129.196, 8.333, 20.714 False
179.722, 129.200, 8.333, 20.747 False
179.445, 129.203, 8.333, 20.780 False
179.167, 129.206, 8.333, 20.813 False
178.889, 129.210, 8.333, 20.846 False
178.611, 129.213, 8.333, 20.879 False
178.334, 129.217, 8.333, 20.912 False
178.056, 129.220, 8.333, 20.945 False
177.778, 129.224, 8.333, 20.978 False
177.500, 129.227, 8.333, 21.011 False
177.223, 129.231, 8.333, 21.044 False
176.945, 129.234, 8.333, 21.077 False
176.667, 129.238, 8.333, 21.110 False
176.389, 129.241, 8.333, 21.143 False
176.112, 129.245, 8.330, 21.176 False
175.835, 129.248, 8.305, 21.209 False
175.560, 129.252, 8.246, 21.242 False
175.288, 129.256, 8.157, 21.275 False
175.019, 129.259, 8.043, 21.308 False
174.755, 129.262, 7.909, 21.341 False
174.497, 129.266, 7.763, 21.374 False
174.243, 129.269, 7.607, 21.407 False
173.994, 129.272, 7.443, 21.440 False
173.751, 129.276, 7.276, 21.473 False
173.514, 129.279, 7.111, 21.506 False
173.282, 129.282, 6.954, 21.539 False
173.054, 129.285, 6.807, 21.572 False
172.831, 129.288, 6.674, 21.605 False
172.612, 129.291, 6.550, 21.638 False
172.397, 129.293, 6.437, 21.671 False
172.185, 129.296, 6.332, 21.704 False
171.976, 129.299, 6.234, 21.737 False
171.770, 129.302, 6.142, 21.770 False
171.568, 129.304, 6.057, 21.803 False
171.367, 129.307, 5.975, 21.836 False
171.170, 129.310, 5.899, 21.869 False
170.975, 129.312, 5.825, 21.902 False
170.782, 129.315, 5.758, 21.935 False
